title,href,quantity,rating,price,oldPrice,savingText,category_1,category_2,category_3,price per 100
THOMY French Salad Dressing,/en/food/inventories/dressings-cold-sauces/salad-dressing/french/thomy-french-salad-dressing/p/6100055,450ml,5.0,2.95,,20% on 2 or more,inventories,dressings-cold-sauces,salad-dressing,0.66
THOMY French Salad Dressing,/en/food/inventories/dressings-cold-sauces/salad-dressing/french/thomy-french-salad-dressing/p/6100018,700ml,5.0,3.95,,20% on 2 or more,inventories,dressings-cold-sauces,salad-dressing,0.56
THOMY French Salad Dressing 0% Fat,/en/food/inventories/dressings-cold-sauces/salad-dressing/other-dressings/thomy-french-salad-dressing-0-fat/p/6099959,450ml,4.5,3.95,,20% on 2 or more,inventories,dressings-cold-sauces,salad-dressing,0.88
THOMY French Style Mayonnaise,/en/food/inventories/dressings-cold-sauces/mayonnaise/thomy-french-style-mayonnaise/p/3023104,880g,5.0,8.95,,20% on 2 or more,inventories,dressings-cold-sauces,mayonnaise,1.02
THOMY French Vegan Salad Dressing,/en/food/inventories/dressings-cold-sauces/salad-dressing/french/thomy-french-vegan-salad-dressing/p/6787444,450ml,4.5,5.5,,,inventories,dressings-cold-sauces,salad-dressing,1.22
THOMY Garlic Sauce,/en/food/inventories/dressings-cold-sauces/mayonnaise/thomy-garlic-sauce/p/5623419,170g,4.5,2.95,,20% on 2 or more,inventories,dressings-cold-sauces,mayonnaise,1.74
THOMY Garlic Sauce Squeeze,/en/food/inventories/dressings-cold-sauces/cold-sauces/thomy-garlic-sauce-squeeze/p/6661403,300ml,5.0,2.7,,20% on 2 or more,inventories,dressings-cold-sauces,cold-sauces,0.9
THOMY Herbs Mustard,/en/food/inventories/dressings-cold-sauces/mustard/thomy-herbs-mustard/p/6832052,195g,5.0,2.95,,20% on 2 or more,inventories,dressings-cold-sauces,mustard,1.51
THOMY Honey Mustard,/en/food/inventories/dressings-cold-sauces/mustard/thomy-honey-mustard/p/6832061,211g,5.0,2.95,,20% on 2 or more,inventories,dressings-cold-sauces,mustard,1.4
THOMY Honey Mustard Sauce,/en/food/inventories/dressings-cold-sauces/mustard/thomy-honey-mustard-sauce/p/6575537,230ml,4.5,2.95,,20% on 2 or more,inventories,dressings-cold-sauces,mustard,1.28
Thomy Horseradish Cream,/en/food/inventories/dressings-cold-sauces/cold-sauces/chutney-special-sauces/thomy-horseradish-cream/p/6979060,35g,5.0,1.8,,20% on 2 or more,inventories,dressings-cold-sauces,cold-sauces,5.14
THOMY Horseradish Cream,/en/food/inventories/dressings-cold-sauces/cold-sauces/chutney-special-sauces/thomy-horseradish-cream/p/3023941,180g,5.0,3.6,,20% on 2 or more,inventories,dressings-cold-sauces,cold-sauces,2.0
THOMY Hot Mustard,/en/food/inventories/dressings-cold-sauces/mustard/thomy-hot-mustard/p/3361023,200g,5.0,2.3,,20% on 2 or more,inventories,dressings-cold-sauces,mustard,1.15
THOMY Hot Mustard with Horseradish,/en/food/inventories/dressings-cold-sauces/mustard/thomy-hot-mustard-with-horseradish/p/3022481,100g,5.0,1.8,,20% on 2 or more,inventories,dressings-cold-sauces,mustard,1.8
THOMY Italian Salad Dressing,/en/food/inventories/dressings-cold-sauces/salad-dressing/italian/thomy-italian-salad-dressing/p/6100058,700ml,5.0,3.55,,20% on 2 or more,inventories,dressings-cold-sauces,salad-dressing,0.51
THOMY Ketchup,/en/food/inventories/dressings-cold-sauces/ketchup/thomy-ketchup/p/6720085,550g,5.0,2.95,,20% on 2 or more,inventories,dressings-cold-sauces,ketchup,0.54
THOMY Mayonnaise à la Française,/en/food/inventories/dressings-cold-sauces/mayonnaise/thomy-mayonnaise-a-la-francaise/p/3022453,170g,4.5,2.7,,20% on 2 or more,inventories,dressings-cold-sauces,mayonnaise,1.59
THOMY Mayonnaise à la Française,/en/food/inventories/dressings-cold-sauces/mayonnaise/thomy-mayonnaise-a-la-francaise/p/3022398,350g,5.0,3.95,,20% on 2 or more,inventories,dressings-cold-sauces,mayonnaise,1.13
THOMY Mayonnaise à la Française,/en/food/inventories/dressings-cold-sauces/mayonnaise/thomy-mayonnaise-a-la-francaise/p/3022364,265g,5.0,2.95,,20% on 2 or more,inventories,dressings-cold-sauces,mayonnaise,1.11
THOMY Mayonnaise Squeeze,/en/food/inventories/dressings-cold-sauces/mayonnaise/thomy-mayonnaise-squeeze/p/6709603,300ml,4.5,2.95,,20% on 2 or more,inventories,dressings-cold-sauces,mayonnaise,0.98
THOMY Mayonnaise with Herbs,/en/food/inventories/dressings-cold-sauces/mayonnaise/thomy-mayonnaise-with-herbs/p/3022362,265g,5.0,3.95,,20% on 2 or more,inventories,dressings-cold-sauces,mayonnaise,1.49
THOMY Mayonnaise with Mustard,/en/food/inventories/dressings-cold-sauces/mayonnaise/thomy-mayonnaise-with-mustard/p/4017965,265g,5.0,3.95,,20% on 2 or more,inventories,dressings-cold-sauces,mayonnaise,1.49
THOMY Mayo with Tuna,/en/food/inventories/dressings-cold-sauces/mayonnaise/thomy-mayo-with-tuna/p/3023955,170g,5.0,3.95,,20% on 2 or more,inventories,dressings-cold-sauces,mayonnaise,2.32
THOMY Medium-Hot Mustard,/en/food/inventories/dressings-cold-sauces/mustard/thomy-medium-hot-mustard/p/3022702,200g,5.0,2.3,,20% on 2 or more,inventories,dressings-cold-sauces,mustard,1.15
THOMY Mild Mustard,/en/food/inventories/dressings-cold-sauces/mustard/thomy-mild-mustard/p/3022391,400g,5.0,3.2,,20% on 2 or more,inventories,dressings-cold-sauces,mustard,0.8
THOMY Mild Mustard,/en/food/inventories/dressings-cold-sauces/mustard/thomy-mild-mustard/p/3022480,100g,4.5,1.6,,20% on 2 or more,inventories,dressings-cold-sauces,mustard,1.6
THOMY Mild Mustard,/en/food/inventories/dressings-cold-sauces/mustard/thomy-mild-mustard/p/3022520,300g,5.0,2.95,,20% on 2 or more,inventories,dressings-cold-sauces,mustard,0.98
THOMY Mild Mustard,/en/food/inventories/dressings-cold-sauces/mustard/thomy-mild-mustard/p/3022339,200g,5.0,1.95,,20% on 2 or more,inventories,dressings-cold-sauces,mustard,0.97
THOMY Mild Naturaplan Bio Mustard,/en/food/inventories/dressings-cold-sauces/mustard/thomy-mild-naturaplan-bio-mustard/p/4593404,200g,5.0,2.95,,20% on 2 or more,inventories,dressings-cold-sauces,mustard,1.48
THOMY Mustard à l'Ancienne,/en/food/inventories/dressings-cold-sauces/mustard/thomy-mustard-a-l-ancienne/p/4986918,182g,5.0,3.2,,20% on 2 or more,inventories,dressings-cold-sauces,mustard,1.76
THOMY Mustard with Herbs,/en/food/inventories/dressings-cold-sauces/mustard/thomy-mustard-with-herbs/p/6101604,100g,4.5,2.2,,20% on 2 or more,inventories,dressings-cold-sauces,mustard,2.2
THOMY Mustard with Honey,/en/food/inventories/dressings-cold-sauces/mustard/thomy-mustard-with-honey/p/5623420,100g,5.0,2.2,,20% on 2 or more,inventories,dressings-cold-sauces,mustard,2.2
Thomy Naturaplan Bio Mayo,/en/food/inventories/dressings-cold-sauces/mayonnaise/thomy-naturaplan-bio-mayo/p/4593400,265g,4.0,3.95,,20% on 2 or more,inventories,dressings-cold-sauces,mayonnaise,1.49
THOMY Salad Dressing French à l’Ancienne,/en/food/inventories/dressings-cold-sauces/salad-dressing/french/thomy-salad-dressing-french-a-l-ancienne/p/6738673,350ml,4.0,3.95,,,inventories,dressings-cold-sauces,salad-dressing,1.13
THOMY Salad Dressing French with Tomatoes,/en/food/inventories/dressings-cold-sauces/salad-dressing/french/thomy-salad-dressing-french-with-tomatoes/p/6726724,350ml,5.0,2.45,,20% on 2 or more,inventories,dressings-cold-sauces,salad-dressing,0.7
THOMY Salad Dressing Italian,/en/food/inventories/dressings-cold-sauces/salad-dressing/italian/thomy-salad-dressing-italian/p/6738570,350ml,4.0,3.95,,,inventories,dressings-cold-sauces,salad-dressing,1.13
THOMY Salad Dressing Mediterranean Herbs,/en/food/inventories/dressings-cold-sauces/salad-dressing/other-dressings/thomy-salad-dressing-mediterranean-herbs/p/6726723,350ml,5.0,2.45,,20% on 2 or more,inventories,dressings-cold-sauces,salad-dressing,0.7
THOMY Salad Dressing Mustard Figs,/en/food/inventories/dressings-cold-sauces/salad-dressing/other-dressings/thomy-salad-dressing-mustard-figs/p/6742109,350ml,5.0,2.45,,20% on 2 or more,inventories,dressings-cold-sauces,salad-dressing,0.7
THOMY Salad Dressing Yoghurt,/en/food/inventories/dressings-cold-sauces/salad-dressing/other-dressings/thomy-salad-dressing-yoghurt/p/6738569,350ml,5.0,3.95,,,inventories,dressings-cold-sauces,salad-dressing,1.13
THOMY Streetfood Sauce Honey Mustard,/en/food/inventories/dressings-cold-sauces/cold-sauces/thomy-streetfood-sauce-honey-mustard/p/6872872,170ml,3.5,2.95,,20% on 2 or more,inventories,dressings-cold-sauces,cold-sauces,1.74
THOMY Streetfood Sauce Sesame,/en/food/inventories/dressings-cold-sauces/cold-sauces/thomy-streetfood-sauce-sesame/p/6966098,170ml,5.0,2.95,,20% on 2 or more,inventories,dressings-cold-sauces,cold-sauces,1.74
THOMY Streetfood Sauce Sriracha,/en/food/inventories/dressings-cold-sauces/cold-sauces/thomy-streetfood-sauce-sriracha/p/6872874,170ml,5.0,2.95,,20% on 2 or more,inventories,dressings-cold-sauces,cold-sauces,1.74
THOMY Streetfood Sauce Yoghurt & Mint,/en/food/inventories/dressings-cold-sauces/cold-sauces/thomy-streetfood-sauce-yoghurt-mint/p/6872875,170ml,5.0,2.95,,20% on 2 or more,inventories,dressings-cold-sauces,cold-sauces,1.74
THOMY Sweet & Sour Paprika Sauce,/en/food/inventories/dressings-cold-sauces/cold-sauces/thomy-sweet-sour-paprika-sauce/p/6575536,230ml,5.0,2.95,,20% on 2 or more,inventories,dressings-cold-sauces,cold-sauces,1.28
THOMY Tartare Dip,/en/food/inventories/dressings-cold-sauces/cold-sauces/dip-appetizer-sauces/thomy-tartare-dip/p/6101806,120g,4.5,3.95,,,inventories,dressings-cold-sauces,cold-sauces,3.29
THOMY Tartare Sauce Light Tube,/en/food/inventories/dressings-cold-sauces/cold-sauces/barbecue-chinoise-sauces/thomy-tartare-sauce-light-tube/p/3919066,180g,5.0,3.6,,20% on 2 or more,inventories,dressings-cold-sauces,cold-sauces,2.0
THOMY Tartare Sauce Squeeze,/en/food/inventories/dressings-cold-sauces/cold-sauces/thomy-tartare-sauce-squeeze/p/6661404,300ml,4.5,2.95,,20% on 2 or more,inventories,dressings-cold-sauces,cold-sauces,0.98
THOMY Tartare Sauce Tube,/en/food/inventories/dressings-cold-sauces/cold-sauces/barbecue-chinoise-sauces/thomy-tartare-sauce-tube/p/6743414,35g,5.0,1.8,,20% on 2 or more,inventories,dressings-cold-sauces,cold-sauces,5.14
THOMY Tartare Sauce Tube,/en/food/inventories/dressings-cold-sauces/cold-sauces/barbecue-chinoise-sauces/thomy-tartare-sauce-tube/p/3020283,180g,5.0,2.95,,20% on 2 or more,inventories,dressings-cold-sauces,cold-sauces,1.64
THOMY Thomynaise Extra Light,/en/food/inventories/dressings-cold-sauces/mayonnaise/thomy-thomynaise-extra-light/p/3643876,190g,4.5,2.95,,20% on 2 or more,inventories,dressings-cold-sauces,mayonnaise,1.55
THOMY Thomynaise Light,/en/food/inventories/dressings-cold-sauces/mayonnaise/thomy-thomynaise-light/p/6862099,170g,5.0,2.7,,20% on 2 or more,inventories,dressings-cold-sauces,mayonnaise,1.59
THOMY Thomynaise Light,/en/food/inventories/dressings-cold-sauces/mayonnaise/thomy-thomynaise-light/p/3022818,280g,5.0,2.95,,20% on 2 or more,inventories,dressings-cold-sauces,mayonnaise,1.05
THOMY Thomynaise Light with Herbs,/en/food/inventories/dressings-cold-sauces/mayonnaise/thomy-thomynaise-light-with-herbs/p/3022358,275g,5.0,3.95,,20% on 2 or more,inventories,dressings-cold-sauces,mayonnaise,1.44
THOMY Truffle Dip,/en/food/inventories/dressings-cold-sauces/cold-sauces/barbecue-chinoise-sauces/thomy-truffle-dip/p/6240075,100g,4.5,4.95,,,inventories,dressings-cold-sauces,cold-sauces,4.95
THOMY Vegan Burger Sauce,/en/food/inventories/dressings-cold-sauces/cold-sauces/thomy-vegan-burger-sauce/p/6673663,300ml,5.0,3.95,,20% on 2 or more,inventories,dressings-cold-sauces,cold-sauces,1.32
THOMY Vegan Tartare,/en/food/inventories/dressings-cold-sauces/cold-sauces/thomy-vegan-tartare/p/6862098,170g,5.0,3.95,,20% on 2 or more,inventories,dressings-cold-sauces,cold-sauces,2.32
Traditional Mild Ajvar,/en/food/inventories/dressings-cold-sauces/cold-sauces/chutney-special-sauces/traditional-mild-ajvar/p/4093748,300g,4.5,4.95,,,inventories,dressings-cold-sauces,cold-sauces,1.65
Traditional Spicy Ajvar,/en/food/inventories/dressings-cold-sauces/cold-sauces/chutney-special-sauces/traditional-spicy-ajvar/p/4093745,300g,4.0,4.95,,,inventories,dressings-cold-sauces,cold-sauces,1.65
Tsüri Ketchup,/en/food/inventories/dressings-cold-sauces/ketchup/tsueri-ketchup/p/6713022,250ml,5.0,6.95,,,inventories,dressings-cold-sauces,ketchup,2.78
Yolo Veganaise,/en/food/inventories/dressings-cold-sauces/mayonnaise/yolo-veganaise/p/6619823,170g,1.5,2.65,,,inventories,dressings-cold-sauces,mayonnaise,1.56
A Mano Anchovy Fillets,/en/food/inventories/canned-conserved/fish/pickled-fish-mussels/a-mano-anchovy-fillets/p/6557929,130g,5.0,5.95,,,inventories,canned-conserved,fish,4.58
Andros Apfel Compote 4x90g,/en/food/inventories/canned-conserved/fruits/apple-puree-sauce/andros-apfel-compote-4x90g/p/6076718,360g,5.0,3.95,,,inventories,canned-conserved,fruits,1.1
Andros Apple Banana Strawberry Compote 4x90g,/en/food/inventories/canned-conserved/fruits/apple-puree-sauce/andros-apple-banana-strawberry-compote-4x90g/p/6024954,360g,3.5,3.95,,,inventories,canned-conserved,fruits,1.1
Andros Apple Compote 8x100g,/en/food/inventories/canned-conserved/fruits/apple-puree-sauce/andros-apple-compote-8x100g/p/3370971,800g,4.5,6.3,,,inventories,canned-conserved,fruits,0.79
Andros Apple Compote Pockets 8x100g,/en/food/inventories/canned-conserved/fruits/apple-puree-sauce/andros-apple-compote-pockets-8x100g/p/6098825,800g,5.0,5.8,,,inventories,canned-conserved,fruits,0.72
Andros Apple Compote with Mango 4x90g,/en/food/inventories/canned-conserved/fruits/apple-puree-sauce/andros-apple-compote-with-mango-4x90g/p/6024942,360g,4.5,3.95,,,inventories,canned-conserved,fruits,1.1
Andros Apple Compote with Red Fruit Pouches 4x90g,/en/food/inventories/canned-conserved/fruits/apple-puree-sauce/andros-apple-compote-with-red-fruit-pouches-4x90g/p/6548528,360g,5.0,3.95,,,inventories,canned-conserved,fruits,1.1
Andros Apple Raspberry Compote 4x100g,/en/food/inventories/canned-conserved/fruits/apple-puree-sauce/andros-apple-raspberry-compote-4x100g/p/4884680,400g,5.0,3.6,,,inventories,canned-conserved,fruits,0.9
Andros Apple Strawberry Compote 8x100g,/en/food/inventories/canned-conserved/fruits/apple-puree-sauce/andros-apple-strawberry-compote-8x100g/p/4884812,800g,4.0,6.3,,,inventories,canned-conserved,fruits,0.79
Andros Dessert Apple & Plum no added sugar 4x100g,/en/food/inventories/canned-conserved/fruits/apple-puree-sauce/andros-dessert-apple-plum-no-added-sugar-4x100g/p/6098824,400g,5.0,3.6,,,inventories,canned-conserved,fruits,0.9
Andros Fruit Compote Pouches 18x90g,/en/food/inventories/canned-conserved/fruits/fruit/andros-fruit-compote-pouches-18x90g/p/6024978,1620g,5.0,14.95,,,inventories,canned-conserved,fruits,0.92
Andros Fruit Dessert Apple no added sugar 4x100g,/en/food/inventories/canned-conserved/fruits/apple-puree-sauce/andros-fruit-dessert-apple-no-added-sugar-4x100g/p/6098635,400g,4.5,3.6,,,inventories,canned-conserved,fruits,0.9
Andros Pocket Pouch Apple & Banana no added sugar 4x100g,/en/food/inventories/canned-conserved/fruits/apple-puree-sauce/andros-pocket-pouch-apple-banana-no-added-sugar-4x100g/p/6098822,400g,5.0,3.3,,,inventories,canned-conserved,fruits,0.83
Apfelmus,/en/food/inventories/canned-conserved/fruits/apple-puree-sauce/apfelmus/p/4078965,430g,4.5,1.6,,,inventories,canned-conserved,fruits,0.37
Apfelmus,/en/food/inventories/canned-conserved/fruits/apple-puree-sauce/apfelmus/p/4079081,720g,5.0,0.95,,,inventories,canned-conserved,fruits,0.13
Apple Sauce,/en/food/inventories/canned-conserved/fruits/apple-puree-sauce/apple-sauce/p/4078699,880g,4.5,2.1,,,inventories,canned-conserved,fruits,0.24
Argeta Olive Hummus,/en/food/inventories/canned-conserved/olives-appetizers/tapenade/argeta-olive-hummus/p/6377594,145g,0.0,2.5,,,inventories,canned-conserved,olives-appetizers,1.72
Aromatica Artichokes,/en/food/inventories/canned-conserved/olives-appetizers/appetizer-vegetables/aromatica-artichokes/p/3424272,125g,5.0,3.95,,,inventories,canned-conserved,olives-appetizers,3.16
Aromatica Grilled Hot Peppers,/en/food/inventories/canned-conserved/vegetables/mixed-vegetables/aromatica-grilled-hot-peppers/p/6240020,125g,5.0,3.95,,,inventories,canned-conserved,vegetables,3.16
Aromatica Sun Dried Tomatoes,/en/food/inventories/canned-conserved/olives-appetizers/appetizer-vegetables/aromatica-sun-dried-tomatoes/p/3424273,125g,5.0,3.3,,,inventories,canned-conserved,olives-appetizers,2.64
Artichoke Hearts,/en/food/inventories/canned-conserved/olives-appetizers/appetizer-vegetables/artichoke-hearts/p/3020710,280g,5.0,5.5,,,inventories,canned-conserved,olives-appetizers,1.96
Bell Delicacy Meat Pâté,/en/food/inventories/canned-conserved/meat/bell-delicacy-meat-pate/p/3020105,115g,5.0,1.5,,,inventories,canned-conserved,meat,1.3
Bell Delicacy Veal Pâté,/en/food/inventories/canned-conserved/meat/bell-delicacy-veal-pate/p/3020106,115g,3.5,1.5,,,inventories,canned-conserved,meat,1.3
Bell Mini Meatballs in White Sauce,/en/food/inventories/canned-conserved/meat/bell-mini-meatballs-in-white-sauce/p/3020111,410g,4.0,2.95,,,inventories,canned-conserved,meat,0.72
Bell Sliced Deli Meat,/en/food/inventories/canned-conserved/meat/bell-sliced-deli-meat/p/3021154,115g,4.5,1.5,,,inventories,canned-conserved,meat,1.3
Bio Apfelmus CH ungezuckert,/en/food/inventories/canned-conserved/fruits/apple-puree-sauce/bio-apfelmus-ch-ungezuckert/p/6838552,360g,4.5,1.95,,20% on 2 or more,inventories,canned-conserved,fruits,0.54
Bio Apple Apricot Compote,/en/food/inventories/canned-conserved/fruits/apple-puree-sauce/bio-apple-apricot-compote/p/5828655,360g,4.5,1.95,,20% on 2 or more,inventories,canned-conserved,fruits,0.54
Bio Apple Mango Compote,/en/food/inventories/canned-conserved/fruits/apple-puree-sauce/bio-apple-mango-compote/p/5828656,360g,5.0,1.95,,20% on 2 or more,inventories,canned-conserved,fruits,0.54
Bio Apple Purée no added sugar,/en/food/inventories/canned-conserved/fruits/apple-puree-sauce/bio-apple-puree-no-added-sugar/p/5846536,430g,5.0,1.95,,20% on 2 or more,inventories,canned-conserved,fruits,0.45
Bio crushed Tomatoes 3x  400g,/en/food/inventories/canned-conserved/vegetables/tomatoes/bio-crushed-tomatoes/p/3413770,3x 400g,4.5,4.2,5.25,20%,inventories,canned-conserved,vegetables,
Bio Kalbfleisch Pastete,/en/food/inventories/canned-conserved/meat/bio-kalbfleisch-pastete/p/3395939,115g,5.0,2.95,,,inventories,canned-conserved,meat,2.57
Bio Kichererbsen,/en/food/inventories/canned-conserved/vegetables/beans-pulses/bio-kichererbsen/p/6781122,240g,0.0,2.4,,,inventories,canned-conserved,vegetables,1.0
Bio Max Hav. Ananas Scheiben,/en/food/inventories/canned-conserved/fruits/fruit/bio-max-hav-ananas-scheiben/p/6755935,245g,3.5,3.2,,,inventories,canned-conserved,fruits,1.31
Bio Max Hav. Ananaswürfel,/en/food/inventories/canned-conserved/fruits/fruit/bio-max-hav-ananaswuerfel/p/6755932,240g,5.0,3.2,,,inventories,canned-conserved,fruits,1.33
Bio Mushrooms dried,/en/food/inventories/canned-conserved/vegetables/mushrooms/bio-mushrooms-dried/p/5625771,25g,4.5,4.5,,,inventories,canned-conserved,vegetables,18.0
Bio Olives green,/en/food/inventories/canned-conserved/olives-appetizers/olives/bio-olives-green/p/5923501,160g,4.0,3.4,,20% on 2 or more,inventories,canned-conserved,olives-appetizers,2.12
Bio peeled Tomatoes 3x  280g,/en/food/inventories/canned-conserved/vegetables/tomatoes/bio-peeled-tomatoes/p/3761398,3x 280g,4.5,3.8,4.8,20%,inventories,canned-conserved,vegetables,
Bio Schwarze Bohnen,/en/food/inventories/canned-conserved/vegetables/beans-pulses/bio-schwarze-bohnen/p/6781118,260g,5.0,2.6,,,inventories,canned-conserved,vegetables,1.0
Bio sweetcorn 4x  140g,/en/food/inventories/canned-conserved/vegetables/mixed-vegetables/bio-sweetcorn/p/6718082,4x 140g,0.0,4.8,6.0,20%,inventories,canned-conserved,vegetables,
Birnen-hälften,/en/food/inventories/canned-conserved/fruits/fruit/birnen-haelften/p/3020188,230g,4.5,1.95,,,inventories,canned-conserved,fruits,0.85
Black Greek Kalamata Olives,/en/food/inventories/canned-conserved/olives-appetizers/olives/black-greek-kalamata-olives/p/3398110,200g,4.5,3.7,,,inventories,canned-conserved,olives-appetizers,1.85
Black Greek olives,/en/food/inventories/canned-conserved/olives-appetizers/olives/black-greek-olives/p/6690591,200g,5.0,2.6,,,inventories,canned-conserved,olives-appetizers,1.3
Blini Hummus,/en/food/inventories/canned-conserved/olives-appetizers/tapenade/blini-hummus/p/4311366,200g,4.0,4.95,,,inventories,canned-conserved,olives-appetizers,2.48
Bnei Darom Kosher Pickles,/en/food/inventories/canned-conserved/pickles-canned-salads/dill-pickles/bnei-darom-kosher-pickles/p/3021794,560g,4.5,4.75,,,inventories,canned-conserved,pickles-canned-salads,0.85
Bnei-Darom Kosher Pitted Green Olives,/en/food/inventories/canned-conserved/olives-appetizers/olives/bnei-darom-kosher-pitted-green-olives/p/3376725,500g,3.5,4.95,,,inventories,canned-conserved,olives-appetizers,0.99
Bnei-Darom schwarze Oliven entsteint,/en/food/inventories/canned-conserved/olives-appetizers/olives/bnei-darom-schwarze-oliven-entsteint/p/3376834,560g,3.0,4.95,,,inventories,canned-conserved,olives-appetizers,0.88
Bom Petisco Tuna in Vegetable Oil,/en/food/inventories/canned-conserved/fish/tuna-in-oil/bom-petisco-tuna-in-vegetable-oil/p/4491103,78g,0.0,1.95,2.95,33%,inventories,canned-conserved,fish,2.5
Bonduelle Canned Fine Green Beans,/en/food/inventories/canned-conserved/vegetables/beans-pulses/bonduelle-canned-fine-green-beans/p/6636642,185g,4.5,2.95,,,inventories,canned-conserved,vegetables,1.59
Bonduelle Canned Fine Green Peas,/en/food/inventories/canned-conserved/vegetables/peas-carrots/bonduelle-canned-fine-green-peas/p/6636601,375g,4.5,2.95,,,inventories,canned-conserved,vegetables,0.79
Bonduelle Canned Gold Corn,/en/food/inventories/canned-conserved/vegetables/bonduelle-canned-gold-corn/p/6636608,360g,5.0,2.6,,,inventories,canned-conserved,vegetables,0.72
Bonduelle Canned Green Peas & Carrots,/en/food/inventories/canned-conserved/vegetables/peas-carrots/bonduelle-canned-green-peas-carrots/p/6636606,375g,5.0,2.95,,,inventories,canned-conserved,vegetables,0.79
Bonduelle Canned Mini Mushrooms,/en/food/inventories/canned-conserved/vegetables/mushrooms/bonduelle-canned-mini-mushrooms/p/6653086,115g,2.5,1.8,,,inventories,canned-conserved,vegetables,1.57
Bonduelle Canned Premium Mushrooms,/en/food/inventories/canned-conserved/vegetables/mushrooms/bonduelle-canned-premium-mushrooms/p/6653453,115g,0.0,1.75,,,inventories,canned-conserved,vegetables,1.52
Bonduelle Gold Corn Kernels,/en/food/inventories/canned-conserved/vegetables/mixed-vegetables/bonduelle-gold-corn-kernels/p/3712910,285g,5.0,1.9,,,inventories,canned-conserved,vegetables,0.67
Bonduelle Goldmais,/en/food/inventories/canned-conserved/vegetables/mixed-vegetables/bonduelle-goldmais/p/3716235,420g,5.0,3.75,,,inventories,canned-conserved,vegetables,0.89
Bonduelle Organic Canned Mushrooms,/en/food/inventories/canned-conserved/vegetables/mushrooms/bonduelle-organic-canned-mushrooms/p/6653452,170g,5.0,2.95,,,inventories,canned-conserved,vegetables,1.74
Bonduelle Very Fine Green Peas 3x140g,/en/food/inventories/canned-conserved/vegetables/peas-carrots/bonduelle-very-fine-green-peas-3x140g/p/4099073,420g,4.5,3.95,,,inventories,canned-conserved,vegetables,0.94
Bonfine Corned Beef,/en/food/inventories/canned-conserved/meat/bonfine-corned-beef/p/3625433,340g,4.0,5.2,,,inventories,canned-conserved,meat,1.53
Calf Sweetbread Vol-au-vent Filling,/en/food/inventories/canned-conserved/meat/calf-sweetbread-vol-au-vent-filling/p/3020590,415g,5.0,5.5,,,inventories,canned-conserved,meat,1.33
Canned Artichoke Hearts 2x  240g,/en/food/inventories/canned-conserved/vegetables/mixed-vegetables/canned-artichoke-hearts/p/3021621,2x 240g,4.5,7.6,,,inventories,canned-conserved,vegetables,
Canned Cooked Lentils with Sauce,/en/food/inventories/canned-conserved/vegetables/beans-pulses/canned-cooked-lentils-with-sauce/p/3020321,860g,4.5,2.95,,,inventories,canned-conserved,vegetables,0.34
Canned Cooked Lentils with Sauce,/en/food/inventories/canned-conserved/vegetables/beans-pulses/canned-cooked-lentils-with-sauce/p/3020322,430g,4.5,1.8,,,inventories,canned-conserved,vegetables,0.42
Canned Crushed Tomatoes,/en/food/inventories/canned-conserved/vegetables/tomatoes/canned-crushed-tomatoes/p/3020792,800g,5.0,1.85,,,inventories,canned-conserved,vegetables,0.23
Canned Crushed Tomatoes 12x400g,/en/food/inventories/canned-conserved/vegetables/tomatoes/canned-crushed-tomatoes-12x400g/p/4065825,4800g,5.0,7.2,12.0,40%,inventories,canned-conserved,vegetables,0.15
Canned Fruit Cocktail 140g,/en/food/inventories/canned-conserved/fruits/fruit-salad-cocktails/canned-fruit-cocktail-140g/p/3020179,140g,4.0,1.1,,,inventories,canned-conserved,fruits,0.79
Canned Green Peas,/en/food/inventories/canned-conserved/vegetables/peas-carrots/canned-green-peas/p/3020298,260g,4.5,1.5,,,inventories,canned-conserved,vegetables,0.58
Canned Green Peas 2x  125g,/en/food/inventories/canned-conserved/vegetables/peas-carrots/canned-green-peas/p/3020339,2x 125g,4.5,1.9,,,inventories,canned-conserved,vegetables,
Canned Green Peas with Baby Carrots,/en/food/inventories/canned-conserved/vegetables/peas-carrots/canned-green-peas-with-baby-carrots/p/3020338,125g,4.5,1.4,,,inventories,canned-conserved,vegetables,1.12
Canned Green String Beans,/en/food/inventories/canned-conserved/vegetables/beans-pulses/canned-green-string-beans/p/3020341,120g,4.5,1.45,,,inventories,canned-conserved,vegetables,1.21
Canned Green String Beans,/en/food/inventories/canned-conserved/vegetables/beans-pulses/canned-green-string-beans/p/3020303,210g,4.5,1.95,,,inventories,canned-conserved,vegetables,0.93
Canned Medium Chanterelle Mushrooms,/en/food/inventories/canned-conserved/vegetables/mushrooms/canned-medium-chanterelle-mushrooms/p/3020310,100g,3.5,2.8,,,inventories,canned-conserved,vegetables,2.8
Canned Peach Halves,/en/food/inventories/canned-conserved/fruits/fruit/canned-peach-halves/p/3020183,230g,5.0,1.75,,,inventories,canned-conserved,fruits,0.76
Canned Peach Halves 510g,/en/food/inventories/canned-conserved/fruits/fruit/canned-peach-halves-510g/p/3020184,480g,4.5,2.8,,,inventories,canned-conserved,fruits,0.58
Canned Peeled Tomatoes,/en/food/inventories/canned-conserved/vegetables/tomatoes/canned-peeled-tomatoes/p/3020196,560g,4.0,1.9,,,inventories,canned-conserved,vegetables,0.34
